	Variable	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
81	caesar	ko00650	caesar1	0.00199693979630967	654	654	0.000306230738850455	0.00312192753235154
82	caesar	ko00260	caesar1	-0.00185852416526765	654	654	0.000389632457510726	0.00390310079175962
83	caesar	ko00051	caesar1	0.00628676077838135	654	654	0.000465157147958086	0.00454119520718403
84	caesar	ko00520	caesar1	0.0012771488649459	654	654	0.000655170454855566	0.00623765590077365
85	caesar	ko00380	caesar1	0.00170127576743704	654	654	0.00203567670157398	0.0180883309622303
86	caesar	ko00340	caesar1	-0.00358160654179682	654	654	0.00204121790372391	0.0180883309622303
87	caesar	ko01053	caesar1	0.00521950240482215	654	654	0.00234320623786865	0.019703456832297
88	caesar	ko00053	caesar1	0.0069962851723848	654	654	0.00260989387378254	0.0216301995870323
89	caesar	ko00640	caesar1	0.00115302675150216	654	654	0.00932274265595259	0.0671237471228587
90	caesar	ko00270	caesar1	-0.0014866107618199	654	654	0.0168044357777535	0.105785300633727
91	caesar	ko00361	caesar1	-0.0014090663289056	654	431	0.0182585423975701	0.113696436983788
92	caesar	ko00430	caesar1	-0.0055880276128457	654	592	0.025945887730517	0.149448313327778
93	eczema_by_2_years	ko00531	eczema_by_2_years1	0.00637515748040923	654	634	0.000403510043456212	0.00400727215570308
95	studygroup	ko03070	studygrouplactob DR20	0.00363054319370103	654	654	0.0052400736855545	0.0727296974187806
96	studygroup	ko05120	studygrouplactob DR20	-0.00144060270782628	654	654	0.0124108135669923	0.145815876265011
98	studygroup	ko00030	studygrouplactob DR20	-0.00252886854934252	654	654	0.0128068083684144	0.148275811461441
99	studygroup	ko02040	studygrouplactob DR20	0.0116345087080086	654	654	0.0137251216049585	0.155699565919598
102	studygroup	ko02030	studygrouplactob DR20	0.0107105719665485	654	624	0.0236109498254328	0.249539579806409
94	studygroup	ko00562	studygroupplaceb	-0.0032048043251956	654	654	0.00100556546359075	0.0180883309622303
97	studygroup	ko00030	studygroupplaceb	-0.00251563674049559	654	654	0.0124677637257844	0.145815876265011
100	studygroup	ko03070	studygroupplaceb	0.00316680362792482	654	654	0.0139262001493473	0.156516903141932
101	studygroup	ko02030	studygroupplaceb	0.0110618080448288	654	624	0.0182604067957869	0.198452722912703
103	time	ko04626	time	0.000588312693853336	654	654	1.26734465650985e-97	1.45998104429935e-94
104	time	ko03010	time	0.00170916382782848	654	654	1.01365497538183e-86	5.83865265819936e-84
105	time	ko00130	time	-0.00151316321080167	654	654	1.80937909941302e-83	6.94801574174601e-81
106	time	ko00785	time	-0.00219411660056452	654	654	5.01617203469745e-83	1.44465754599287e-80
107	time	ko00480	time	-0.000826307737869878	654	654	2.15799780328108e-82	4.97202693875961e-80
108	time	ko03020	time	0.000511597229823824	654	654	7.8595084230932e-81	1.50902561723389e-78
109	time	ko00790	time	-0.00148065330635915	654	654	3.9538143773714e-80	6.50684880390264e-78
110	time	ko00970	time	0.00121615450926988	654	654	3.51807353948025e-73	5.06602589685156e-71
111	time	ko00680	time	0.000353699150124441	654	654	7.60910689363576e-73	9.73965682385378e-71
112	time	ko00330	time	0.000484382478742416	654	654	1.31680100690065e-71	1.51695475994955e-69
113	time	ko00250	time	0.000795012134336679	654	654	6.80693872715871e-71	7.12872128516985e-69
114	time	ko00290	time	0.00156696187777099	654	654	6.45680296017309e-70	6.19853084176616e-68
115	time	ko00440	time	-0.000608725301038337	654	654	4.77359547921481e-61	4.23013999388882e-59
116	time	ko00450	time	0.000655614844569706	654	654	7.08023438840506e-61	5.82602143960188e-59
117	time	ko03018	time	0.000392353296131294	654	654	4.25401361259776e-54	3.26708245447508e-52
118	time	ko00770	time	0.000489329997539553	654	654	2.69489875478667e-47	1.9403271034464e-45
119	time	ko00930	time	0.000228876570196743	654	495	7.56244470703375e-47	5.12466841323699e-45
120	time	ko00100	time	0.000103576589514911	654	483	1.59749458459935e-46	1.02239653414359e-44
121	time	ko01040	time	-0.000726260231167718	654	654	1.76078774063167e-45	1.02282139201231e-43
122	time	ko00473	time	-0.00117592945752954	654	654	1.77573158335471e-45	1.02282139201231e-43
123	time	ko00052	time	-0.00045308699684841	654	654	7.74374587676867e-39	4.2479977381131e-37
124	time	ko03410	time	0.000446257421822159	654	654	1.20235826382054e-38	6.2959850905512e-37
125	time	ko00620	time	0.000570301279792896	654	654	1.68542408896603e-38	8.44177630647336e-37
126	time	ko04112	time	0.000354999488093031	654	654	2.00868744061752e-38	9.64169971496412e-37
127	time	ko03430	time	-0.000373834334020348	654	654	2.8508274958049e-38	1.3136613100669e-36
128	time	ko03060	time	-0.000520659547840882	654	654	5.47881402266258e-38	2.42753605927203e-36
129	time	ko02010	time	-0.000520349872883438	654	654	9.82603731300997e-37	4.19244258688425e-35
130	time	ko00300	time	0.000683598352175457	654	654	2.60444015434369e-36	1.07154109207283e-34
131	time	ko00908	time	-0.000412045383809926	654	654	1.88281183592558e-32	7.4793077068492e-31
132	time	ko00410	time	0.00179305172028707	654	443	4.55898102784012e-29	1.75064871469061e-27
133	time	ko00550	time	-0.000603995051256784	654	654	1.09695198126619e-27	4.07641510457628e-26
134	time	ko00360	time	-0.000320857730905223	654	654	1.15928256858467e-27	4.17341724690481e-26
135	time	ko00730	time	0.00053889213838504	654	654	2.39195985142205e-27	8.35011439041878e-26
136	time	ko00280	time	-0.000219753546368746	654	654	2.54373173049992e-27	8.61876162804678e-26
137	time	ko00350	time	-0.00032305463832295	654	654	1.23574294271045e-26	4.06735962857841e-25
138	time	ko00760	time	-0.000573801903165723	654	654	1.97058324997023e-25	6.30586639990472e-24
139	time	ko00230	time	0.000188006664980664	654	654	1.79476382988509e-24	5.58802143791249e-23
140	time	ko03008	time	-0.00029013898806302	654	654	8.8523735273231e-22	2.68366692196742e-20
141	time	ko03420	time	0.000265945578367815	654	654	1.38739754675926e-21	4.09815890735042e-20
142	time	ko00362	time	0.000228193295822774	654	654	2.52776782086656e-21	7.2799713240957e-20
143	time	ko02020	time	-0.00055692631077225	654	654	3.04862270358893e-19	8.56588623057182e-18
144	time	ko00920	time	0.00031785568111373	654	654	3.20198346391181e-19	8.78258321530096e-18
145	time	ko00240	time	0.000222853762621588	654	654	3.35823067535528e-19	8.99693427444019e-18
146	time	ko04146	time	-0.000327816690793624	654	635	6.36597566498978e-19	1.66672817410642e-17
147	time	ko05142	time	-0.000414426821311858	654	286	1.55827314980812e-18	3.98917926350879e-17
148	time	ko00740	time	0.000759450227634618	654	654	7.34433485627312e-18	1.83927690313622e-16
149	time	ko00511	time	-0.000555194329636951	654	654	1.0224597579498e-17	2.50611413012376e-16
150	time	ko00670	time	0.000256836290024862	654	654	4.53544823039862e-17	1.08850757529567e-15
151	time	ko00521	time	0.00071558297084752	654	654	5.95018768454331e-17	1.3989012678763e-15
152	time	ko01053	time	-0.000751056367939867	654	654	1.08440189856277e-16	2.49846197428863e-15
153	time	ko05100	time	-0.000187902752576082	654	651	1.17448695038834e-16	2.65295875852424e-15
154	time	ko00910	time	-0.000282040713891837	654	654	6.01270107341872e-16	1.33204454549584e-14
155	time	ko00625	time	0.00131184247400016	654	216	8.20168815104495e-16	1.78270655660449e-14
156	time	ko00311	time	-0.000590540312569579	654	651	2.27785697775191e-15	4.85942821920408e-14
157	time	ko00624	time	0.000689287425810907	654	261	3.01327024198293e-15	6.31143148866242e-14
158	time	ko03440	time	-0.000229637229998395	654	654	7.77962763453257e-15	1.60038054196099e-13
159	time	ko00627	time	-0.000536684554776808	654	654	1.20274914740808e-14	2.43081932949844e-13
160	time	ko04621	time	-0.000219796364271404	654	462	6.82546126062333e-14	1.35567782279967e-12
161	time	ko00623	time	-0.000818248633850251	654	259	2.47662456659956e-13	4.83571440800456e-12
162	time	ko05111	time	-0.000171202801169222	654	649	2.62068749318361e-13	5.03171998691254e-12
163	time	ko00564	time	-0.000273737031003755	654	654	2.75165310522996e-13	5.19656455282774e-12
164	time	ko03030	time	-0.000270938698662248	654	654	1.34866298908999e-12	2.50590284424463e-11
165	time	ko00540	time	-0.00114453610880569	654	654	4.70051371890829e-12	8.59522508600373e-11
166	time	ko03070	time	-0.000260845829140522	654	654	1.17801689883758e-11	2.12043041790764e-10
167	time	ko00590	time	-0.00041684916777535	654	630	5.12741480979907e-11	8.94966948619474e-10
168	time	ko00312	time	-0.000108790289035137	654	596	6.2608093170708e-11	1.07648542287546e-09
169	time	ko04910	time	0.00017331986724733	654	644	8.49109160282629e-11	1.4384908127141e-09
170	time	ko00380	time	-0.000177007491635089	654	654	7.48441669353734e-10	1.24957217839928e-08
171	time	ko00471	time	-0.000397396511248688	654	654	2.16112896049184e-09	3.55660080355228e-08
172	time	ko00710	time	-0.000193413492154877	654	648	5.12174147756878e-09	8.31020589036513e-08
173	time	ko00030	time	0.000169877482020274	654	654	1.34007023886656e-08	2.14411238218649e-07
174	time	ko00010	time	0.000176508452285798	654	654	2.69414604996734e-08	4.25158390351011e-07
175	time	ko00270	time	0.000176344464757268	654	654	5.05344800578306e-08	7.86698932792173e-07
176	time	ko00562	time	0.000156604202913653	654	654	5.68892396897433e-08	8.63812141930238e-07
177	time	ko04141	time	0.000177219534895708	654	653	5.69876065856755e-08	8.63812141930238e-07
178	time	ko00565	time	9.46843432975228e-05	654	318	1.27626153113853e-07	1.86108010616656e-06
179	time	ko00626	time	-0.000662895903416304	654	127	1.66562832395545e-07	2.39850478649584e-06
180	time	ko00310	time	0.000497255398708508	654	653	2.05430458405156e-07	2.92167763065111e-06
181	time	ko00260	time	0.000138331009149744	654	654	3.42071023929126e-07	4.80568072641895e-06
182	time	ko00500	time	-0.000190493620506322	654	654	6.92205796842507e-07	9.49310807098295e-06
183	time	ko04974	time	-0.000260226407743182	654	654	8.00567623276307e-07	1.08500459060507e-05
184	time	ko00750	time	0.000248458455768021	654	654	9.33770050021597e-07	1.25081755537777e-05
185	time	ko05143	time	0.000309571774266093	654	466	9.86777424473283e-07	1.28823184417216e-05
186	time	ko00650	time	-0.000140183714934765	654	654	9.88699201647446e-07	1.28823184417216e-05
187	time	ko00633	time	-0.00046466668691028	654	654	9.95248560167731e-07	1.28823184417216e-05
188	time	ko00720	time	0.000109857319653687	654	654	1.67140294909325e-06	2.13939577483936e-05
189	time	ko04210	time	7.61997143385936e-05	654	646	2.67627650242695e-06	3.38798959428115e-05
190	time	ko00600	time	0.000413355885619281	654	601	3.92914642614528e-06	4.91997465534713e-05
191	time	ko00400	time	0.000187787964421555	654	654	5.31810164320332e-06	6.58758397093572e-05
192	time	ko00281	time	-0.000499474829967515	654	596	6.81288565096988e-06	8.28790450950679e-05
193	time	ko00791	time	-0.000190942715041549	654	653	6.83464347572175e-06	8.28790450950679e-05
194	time	ko00780	time	-0.000388540650320042	654	654	1.28970945882595e-05	0.000154765135059114
195	time	ko00053	time	-0.000516691984956756	654	654	1.73515108059872e-05	0.000203968780086706
196	time	ko00020	time	-0.000158542721396897	654	654	2.65772960045582e-05	0.000309263080780313
197	time	ko00190	time	-9.2898873541728e-05	654	654	2.74610907761815e-05	0.000316351765741611
198	time	ko00660	time	0.000326689153527381	654	654	6.6968659519855e-05	0.000749008696765757
199	time	ko02060	time	-0.000424466366401746	654	654	7.43635088965825e-05	0.000823718867777529
200	time	ko03013	time	0.00012650195619473	654	654	7.53160783969938e-05	0.000826324974412732
201	time	ko04530	time	4.3901845627109e-05	654	506	0.000140548678522814	0.00149918590424335
202	time	ko02030	time	0.000506007471274195	654	624	0.000241500711614797	0.002506385763786
203	time	ko05150	time	-0.000184863865866353	654	654	0.000257335687370561	0.00264688135581148
204	time	ko00051	time	0.000324840625921502	654	654	0.000453807318183377	0.00446825667134402
205	time	ko00430	time	-0.000452928604402796	654	592	0.000481390261504725	0.00462134651044536
206	time	ko00906	time	6.43448585541126e-05	654	637	0.00111984585061319	0.0104883123569625
207	time	ko00621	time	-0.000400261828206538	654	148	0.00125618798598173	0.0116703916117012
208	time	ko00520	time	-5.91186560329347e-05	654	654	0.00217672453440961	0.0186801788294476
209	time	ko04122	time	0.000176845539946567	654	654	0.00356511024117155	0.0285208819293724
210	time	ko00361	time	-8.91570807381715e-05	654	431	0.00376619062265013	0.0299217351537445
211	time	ko03050	time	-0.000138116989097208	654	650	0.00954805773541609	0.0683190218086915
212	time	ko00071	time	-9.28624229567582e-05	654	654	0.0112477308897306	0.0775891376345488
213	time	ko00061	time	0.000177525752255879	654	654	0.0116866820371049	0.0796630633535196
214	time	ko00340	time	0.000145707955058554	654	654	0.0148216384303736	0.0959243116392721
215	time	ko00630	time	0.000112205273107219	654	654	0.0157895309759112	0.10148306615212
216	time	ko00983	time	6.71167485970765e-05	654	651	0.0244141116150226	0.145520046198587
217	time	ko00640	time	-4.99789401428207e-05	654	654	0.0287491594334534	0.160771998385138
218	time	ko00860	time	0.000127820238636281	654	654	0.0426965198084066	0.228773910787369
