"","Estimate","Std. Error","t value","Pr(>|t|)","taxo","taxo_trim"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Selenomonas",0.00972815678583357,0.00451471379707231,2.15476710664186,0.0315501446500831,"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Selenomonas","Selenomonas"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiales_noname.g__Burkholderiales_noname",0.0185219917296823,0.00447178758842127,4.14196590590326,3.90248617112322e-05,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiales_noname.g__Burkholderiales_noname","Burkholderiales_noname"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella",0.0219025086081741,0.00444799796933263,4.92412738476594,1.07813848616182e-06,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella","Parasutterella"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella",0.0364606582130389,0.00429713143308468,8.48488317865243,1.48215580391444e-16,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella","Sutterella"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterellaceae_unclassified",0.0178907217282602,0.00447577671208583,3.99723285568522,7.15029204063397e-05,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterellaceae_unclassified","Sutterellaceae_unclassified"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria",-0.0166556983257424,0.00448317166367213,-3.71515961806821,0.000220710768161052,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria","Neisseria"
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila",0.0138120662065146,0.0044981508368879,3.07060983665693,0.00222616609107501,"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila","Bilophila"
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio",0.0143551754205466,0.00449550958915745,3.19322540322665,0.00147549780762997,"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio","Desulfovibrio"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Escherichia",-0.0437789014611901,0.00418969184083806,-10.4491936696788,1.02709722109315e-23,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Escherichia","Escherichia"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Pantoea",-0.0373596681135022,0.00428512391814426,-8.71845688179803,2.38776509142597e-17,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Pantoea","Pantoea"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Shigella",-0.0114454610105394,0.00450845634843309,-2.53866514966198,0.011361925799779,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Shigella","Shigella"
"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia",0.0623013536525731,0.00380821255381637,16.3597364307143,1.44489029080557e-50,"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia","Akkermansia"
"k__Eukaryota.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Debaryomycetaceae.g__Debaryomycetaceae_unclassified",0.00996157250104378,0.00451392337006685,2.20685458842786,0.0276762652754432,"k__Eukaryota.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Debaryomycetaceae.g__Debaryomycetaceae_unclassified","Debaryomycetaceae_unclassified"
"k__Eukaryota.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces",0.0345322286198113,0.00432179634195512,7.99024893528173,6.23077833612509e-15,"k__Eukaryota.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces","Saccharomyces"
"k__Eukaryota.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomycetaceae_unclassified",0.0194563048916198,0.0044656226266233,4.35690753975147,1.53483114127457e-05,"k__Eukaryota.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomycetaceae_unclassified","Saccharomycetaceae_unclassified"
"k__Viruses.p__Viruses_noname.c__Viruses_noname.o__Viruses_noname.f__Adenoviridae.g__Mastadenovirus",0.0114234911515389,0.00450854287025109,2.53374349103232,0.0115211075774179,"k__Viruses.p__Viruses_noname.c__Viruses_noname.o__Viruses_noname.f__Adenoviridae.g__Mastadenovirus","Mastadenovirus"
"k__Viruses.p__Viruses_noname.c__Viruses_noname.o__Viruses_noname.f__Parvoviridae.g__Bocavirus",0.0111807609343484,0.0045094876192052,2.47938610292027,0.0134156533574935,"k__Viruses.p__Viruses_noname.c__Viruses_noname.o__Viruses_noname.f__Parvoviridae.g__Bocavirus","Bocavirus"
"k__Viruses.p__Viruses_noname.c__Viruses_noname.o__Viruses_noname.f__Potyviridae.g__Potyvirus",-0.0135118537740465,0.00449956647897634,-3.00292346766716,0.00277764867121218,"k__Viruses.p__Viruses_noname.c__Viruses_noname.o__Viruses_noname.f__Potyviridae.g__Potyvirus","Potyvirus"
