	Variable	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
245	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_animalis	time	0.0072686250627649	518	100	3.6881548740724e-10	6.27190094054963e-09
246	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_animalis_t__Bifidobacterium_animalis_unclassified	time	0.0072686250627649	518	100	3.6881548740724e-10	6.27190094054963e-09
247	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae	time	0.0059451888178776	518	238	3.74447627920903e-10	6.3326912018711e-09
248	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Dorea_s__Dorea_unclassified	time	0.00518517238745935	518	95	4.59876190629837e-10	7.73496674731497e-09
249	time	k__Eukaryota_p__Ascomycota_c__Saccharomycetes_o__Saccharomycetales_f__Saccharomycetaceae	time	0.00159109372989481	518	54	5.26222724253687e-10	8.80279100680895e-09
250	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Roseburia_s__Roseburia_unclassified	time	0.00543927772576254	518	77	5.38143857716983e-10	8.95355023812364e-09
251	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus_s__Staphylococcus_lugdunensis	time	-0.00436626381487989	518	61	9.72756885307334e-10	1.60114742939892e-08
252	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus_s__Staphylococcus_lugdunensis_t__Staphylococcus_lugdunensis_unclassified	time	-0.00436626381487989	518	61	9.72756885307334e-10	1.60114742939892e-08
253	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Propionibacteriaceae	time	-0.00424947432848468	518	121	1.09487475769441e-09	1.79256622562947e-08
254	time	k__Eukaryota	time	0.00159961295826421	518	56	1.6008737232914e-09	2.56640068765152e-08
255	time	k__Eukaryota_p__Ascomycota	time	0.00159961295826421	518	56	1.6008737232914e-09	2.56640068765152e-08
256	time	k__Eukaryota_p__Ascomycota_c__Saccharomycetes	time	0.00159961295826421	518	56	1.6008737232914e-09	2.56640068765152e-08
257	time	k__Eukaryota_p__Ascomycota_c__Saccharomycetes_o__Saccharomycetales	time	0.00159961295826421	518	56	1.6008737232914e-09	2.56640068765152e-08
258	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_shahii	time	0.00411906393772314	518	56	1.76673295089741e-09	2.80309485714548e-08
259	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_shahii_t__GCF_000210575	time	0.00411906393772314	518	56	1.76673295089741e-09	2.80309485714548e-08
260	time	k__Bacteria_p__Proteobacteria_c__Betaproteobacteria	time	0.00322869722429866	518	194	1.87309990896892e-09	2.95661616400324e-08
261	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae	time	0.00371387700898365	518	268	2.03574385033635e-09	3.19694876088536e-08
262	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Lactococcus_s__Lactococcus_lactis_t__Lactococcus_lactis_unclassified	time	0.00406226397708172	518	72	2.49988677733506e-09	3.86665904554639e-08
263	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Parabacteroides	time	0.00553712870152491	518	231	2.74165412158852e-09	4.21940569312474e-08
264	time	k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Sutterellaceae_g__Sutterella	time	0.0041598946822898	518	108	2.8346878674944e-09	4.31939072086523e-08
265	time	k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Sutterellaceae_g__Sutterella_s__Sutterella_wadsworthensis	time	0.0041598946822898	518	108	2.8346878674944e-09	4.31939072086523e-08
266	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_caccae	time	0.00623437857130108	518	99	4.27700669738362e-09	6.45324834046412e-08
267	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_caccae_t__Bacteroides_caccae_unclassified	time	0.00623437857130108	518	99	4.27700669738362e-09	6.45324834046412e-08
268	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Lactococcus	time	0.00411486278253006	518	72	5.47978790516203e-09	8.18776076314986e-08
269	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Lactococcus_s__Lactococcus_lactis	time	0.00411486278253006	518	72	5.47978790516203e-09	8.18776076314986e-08
270	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_dorei	time	0.00625014973829815	518	159	7.88053968445766e-09	1.17180198786283e-07
271	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Erysipelotrichaceae_bacterium_21_3	time	0.00496407905391387	518	120	1.34134506184772e-08	1.96795134135952e-07
272	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Erysipelotrichaceae_bacterium_21_3_t__GCF_000242195	time	0.00496407905391387	518	120	1.34134506184772e-08	1.96795134135952e-07
273	time	k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Sutterellaceae_g__Sutterella_s__Sutterella_wadsworthensis_t__Sutterella_wadsworthensis_unclassified	time	0.00383386034840572	518	107	1.34265686057667e-08	1.96795134135952e-07
274	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_dorei_t__Bacteroides_dorei_unclassified	time	0.00614662739692471	518	159	1.46278785366215e-08	2.13386777894412e-07
275	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Anaerotruncus	time	0.00350850844998617	518	94	1.79204121472617e-08	2.60184097119205e-07
276	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_7_1_58FAA	time	0.00205737544189152	518	93	3.19994451540947e-08	4.6025370179581e-07
277	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_7_1_58FAA_t__GCF_000242155	time	0.00205737544189152	518	93	3.19994451540947e-08	4.6025370179581e-07
278	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Clostridium_innocuum	time	0.00240798755976136	518	107	3.31990874128294e-08	4.73086995632819e-07
279	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Clostridium_innocuum_t__GCF_000371425	time	0.00240798755976136	518	107	3.31990874128294e-08	4.73086995632819e-07
280	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_salivarius	time	0.00848959351411005	518	446	8.71669951608737e-08	1.23073399589527e-06
281	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_salivarius_t__Streptococcus_salivarius_unclassified	time	0.00848959351411005	518	446	8.71669951608737e-08	1.23073399589527e-06
282	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_parasanguinis	time	0.00657160007539674	518	417	1.18685972378958e-07	1.66052464992015e-06
283	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_parasanguinis_t__Streptococcus_parasanguinis_unclassified	time	0.00657160007539674	518	417	1.18685972378958e-07	1.66052464992015e-06
284	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae_g__Granulicatella_s__Granulicatella_elegans	time	0.00105699621614784	518	55	1.54252979592791e-07	2.13869671705681e-06
285	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae_g__Granulicatella_s__Granulicatella_elegans_t__GCF_000162475	time	0.00105699621614784	518	55	1.54252979592791e-07	2.13869671705681e-06
286	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__Actinomyces_graevenitzii	time	0.00147903439653317	518	101	2.07636628858341e-07	2.85314974833024e-06
287	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__Actinomyces_graevenitzii_t__Actinomyces_graevenitzii_unclassified	time	0.00147903439653317	518	101	2.07636628858341e-07	2.85314974833024e-06
288	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Propionibacteriaceae_g__Propionibacteriaceae_unclassified	time	-0.00253100077629061	518	77	3.87777574886813e-07	5.25805892291458e-06
289	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	time	0.00372022735427513	518	61	5.10929868385748e-07	6.86743290345561e-06
290	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_3_1_57FAA_CT1_t__GCF_000218405	time	0.00372022735427513	518	61	5.10929868385748e-07	6.86743290345561e-06
291	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Propionibacteriaceae_g__Propionibacterium	time	-0.00255779782860485	518	91	5.26878332128351e-07	7.05100654909158e-06
292	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria	time	-0.00737152380064654	518	483	7.34361709383144e-07	9.78513134840397e-06
293	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_vulgatus	time	0.00684300360567513	518	195	7.51910934265934e-07	9.92259440782092e-06
294	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_vulgatus_t__Bacteroides_vulgatus_unclassified	time	0.00684300360567513	518	195	7.51910934265934e-07	9.92259440782092e-06
295	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Anaerotruncus_s__Anaerotruncus_colihominis	time	0.00287879926228584	518	79	7.57572997348251e-07	9.92259440782092e-06
296	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Anaerotruncus_s__Anaerotruncus_colihominis_t__GCF_000154565	time	0.00287879926228584	518	79	7.57572997348251e-07	9.92259440782092e-06
297	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Anaerostipes_s__Anaerostipes_unclassified	time	0.00543348690180692	518	105	8.19835354834753e-07	1.06925983990736e-05
298	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales	time	-0.0073234057449541	518	469	1.08762908680424e-06	1.40660602066531e-05
299	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae	time	-0.0073234057449541	518	469	1.08762908680424e-06	1.40660602066531e-05
300	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_perfringens	time	-0.00366098522760075	518	70	1.47835830946426e-06	1.89599453188791e-05
301	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_perfringens_t__Clostridium_perfringens_unclassified	time	-0.00366098522760075	518	70	1.47835830946426e-06	1.89599453188791e-05
302	time	k__Bacteria_p__Firmicutes_c__Negativicutes_o__Selenomonadales_f__Veillonellaceae	time	0.00715028564280662	518	388	2.73324813244336e-06	3.49084554010815e-05
303	time	k__Bacteria_p__Firmicutes_c__Negativicutes	time	0.00726775473040079	518	389	3.05433688640729e-06	3.86882672278257e-05
304	time	k__Bacteria_p__Firmicutes_c__Negativicutes_o__Selenomonadales	time	0.00726775473040079	518	389	3.05433688640729e-06	3.86882672278257e-05
305	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Anaerostipes_s__Anaerostipes_caccae	time	0.00357572089562337	518	93	3.62982835080406e-06	4.56024965868363e-05
306	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Anaerostipes_s__Anaerostipes_caccae_t__GCF_000154305	time	0.00357572089562337	518	93	3.62982835080406e-06	4.56024965868363e-05
307	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_symbiosum	time	0.00445820518634933	518	109	4.36141592095089e-06	5.43499522456957e-05
308	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_symbiosum_t__Clostridium_symbiosum_unclassified	time	0.00445820518634933	518	109	4.36141592095089e-06	5.43499522456957e-05
309	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_catenulatum	time	0.00376635242527292	518	107	4.68879516801059e-06	5.79602872575767e-05
310	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_catenulatum_t__GCF_000173455	time	0.00376635242527292	518	107	4.68879516801059e-06	5.79602872575767e-05
311	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_infantis_t__Streptococcus_infantis_unclassified	time	0.00160721538969508	518	173	5.0638093995885e-06	6.23456213277336e-05
312	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_infantis	time	0.0016084573608716	518	173	5.08539165913188e-06	6.23618945291152e-05
313	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Parabacteroides_s__Parabacteroides_merdae	time	0.00304680162412479	518	81	8.8053557846124e-06	0.000106704272067075
314	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Parabacteroides_s__Parabacteroides_merdae_t__Parabacteroides_merdae_unclassified	time	0.00304680162412479	518	81	8.8053557846124e-06	0.000106704272067075
315	time	k__Bacteria_p__Proteobacteria	time	-0.0061691561064049	518	493	1.75063722294994e-05	0.000211312210676075
316	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales	time	0.00125155207708774	518	486	1.92022684037997e-05	0.000229978918859515
317	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae	time	0.00125155207708774	518	486	1.92022684037997e-05	0.000229978918859515
318	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium	time	0.00087749430678802	518	482	2.81666675852414e-05	0.000336034894679741
319	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae	time	0.00629065280675693	518	265	4.37004468380459e-05	0.000519343534237472
320	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Lactobacillus	time	0.00626651149349883	518	265	4.60511530620816e-05	0.000545174804327259
321	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Escherichia_s__Escherichia_unclassified	time	-0.00488600530683929	518	337	4.9467125875628e-05	0.000583370932740165
322	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Lactobacillus_s__Lactobacillus_rhamnosus	time	0.00569948541441795	518	179	5.63933179328044e-05	0.000659994800749703
323	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Lactobacillus_s__Lactobacillus_rhamnosus_t__Lactobacillus_rhamnosus_unclassified	time	0.00569948541441795	518	179	5.63933179328044e-05	0.000659994800749703
324	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Escherichia_s__Escherichia_coli	time	-0.00652205595452843	518	396	6.67793269460912e-05	0.000775648182415354
325	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Escherichia_s__Escherichia_coli_t__Escherichia_coli_unclassified	time	-0.00652205595452843	518	396	6.67793269460912e-05	0.000775648182415354
326	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_9_1_43BFAA	time	0.00196936046582131	518	66	9.51161088065162e-05	0.00109241560785991
327	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_9_1_43BFAA_t__GCF_000209445	time	0.00196936046582131	518	66	9.51161088065162e-05	0.00109241560785991
328	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae	time	-0.00183693733563535	518	261	0.000152102567506917	0.00173396926957885
329	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae_g__Rothia	time	-0.00182064539425294	518	261	0.000154188101165745	0.00175125821176444
330	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiales_noname_g__Clostridiales_noname	time	0.00193202164608035	518	92	0.000191249886945523	0.00214842026284058
331	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiales_noname_g__Clostridiales_noname_s__Clostridiales_bacterium_1_7_47FAA	time	0.00193202164608035	518	92	0.000191249886945523	0.00214842026284058
332	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiales_noname_g__Clostridiales_noname_s__Clostridiales_bacterium_1_7_47FAA_t__GCF_000155435	time	0.00193202164608035	518	92	0.000191249886945523	0.00214842026284058
333	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus	time	0.00468364773899753	518	512	0.00020450511653904	0.00228896999529878
334	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae_g__Rothia_s__Rothia_mucilaginosa	time	-0.00171169503080401	518	257	0.000209225202834906	0.00232489232608607
335	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae_g__Rothia_s__Rothia_mucilaginosa_t__Rothia_mucilaginosa_unclassified	time	-0.00171169503080401	518	257	0.000209225202834906	0.00232489232608607
336	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae	time	0.00465261822205226	518	512	0.000212362501129373	0.0023512653902022
337	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillales_noname	time	0.00170624586146574	518	238	0.000248727166937842	0.00273422221369528
338	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillales_noname_g__Gemella	time	0.00170624586146574	518	238	0.000248727166937842	0.00273422221369528
339	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_longum_t__Bifidobacterium_longum_unclassified	time	0.000446690883025079	518	444	0.000256874862383228	0.00281373959578497
340	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_thetaiotaomicron	time	0.0037387431869582	518	146	0.000258468717160957	0.00282115855113981
341	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_thetaiotaomicron_t__Bacteroides_thetaiotaomicron_unclassified	time	0.00373633505681643	518	146	0.000262533986352494	0.00285540498230734
342	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Escherichia	time	-0.0056554346075203	518	451	0.000310754753084159	0.00336796876758114
343	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_longum	time	0.000430442212402546	518	445	0.000395989096438998	0.00427668224154118
344	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_xylanisolvens	time	0.00250729032474745	518	79	0.000600283634809884	0.006371286303258
345	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_xylanisolvens_t__Bacteroides_xylanisolvens_unclassified	time	0.00250729032474745	518	79	0.000600283634809884	0.006371286303258
346	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_citroniae_t__GCF_000233455	time	0.0013111094404507	518	55	0.000703651493268585	0.00743539749414594
347	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_citroniae	time	0.00131055340338738	518	55	0.000705372341874794	0.00743539749414594
348	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales	time	-0.00329384249306704	518	420	0.00100309956383465	0.0105376807422629
349	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_clostridioforme_t__Clostridium_clostridioforme_unclassified	time	0.00202726080991386	518	76	0.00130766975844422	0.0132838531897403
350	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Klebsiella_s__Klebsiella_pneumoniae	time	-0.00248002852764059	518	62	0.0013724285025325	0.0138502784616287
351	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Klebsiella_s__Klebsiella_pneumoniae_t__Klebsiella_pneumoniae_unclassified	time	-0.00248002852764031	518	62	0.00137242850253306	0.0138502784616287
352	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_clostridioforme	time	0.00220013335488605	518	78	0.0022535593591881	0.0223756635728418
353	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillales_noname_g__Gemella_s__Gemella_unclassified	time	0.000423100669426421	518	148	0.00285264828944678	0.0279632211303095
354	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_vestibularis_t__Streptococcus_vestibularis_unclassified	time	-0.00234096518988755	518	121	0.00360017666314772	0.0346336754189409
355	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_vestibularis	time	-0.00233797413978497	518	121	0.00360903742810895	0.0346336754189409
356	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_mitis_oralis_pneumoniae	time	0.00208882392497854	518	383	0.00932028791983458	0.0866702302635977
357	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_mitis_oralis_pneumoniae_t__Streptococcus_mitis_oralis_pneumoniae_unclassified	time	0.00208882392497854	518	383	0.00932028791983458	0.0866702302635977
358	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillales_noname_g__Gemella_s__Gemella_haemolysans	time	-0.000598211332248474	518	152	0.0108009266541152	0.0989442030993053
359	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillales_noname_g__Gemella_s__Gemella_haemolysans_t__Gemella_haemolysans_unclassified	time	-0.000598211332248474	518	152	0.0108009266541152	0.0989442030993053
360	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Parabacteroides_s__Parabacteroides_distasonis	time	0.00225151827780073	518	154	0.0172364337508667	0.1551279037578
361	time	k__Bacteria_p__Firmicutes_c__Negativicutes_o__Selenomonadales_f__Veillonellaceae_g__Veillonella_s__Veillonella_unclassified	time	0.00193833994466543	518	311	0.0174655136601494	0.15642116122836
362	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_bifidum	time	0.00164955846080181	518	231	0.0176250731693253	0.15642116122836
363	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_bifidum_t__Bifidobacterium_bifidum_unclassified	time	0.00164955846080181	518	231	0.0176250731693253	0.15642116122836
364	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_breve	time	0.000358792704615802	518	316	0.0265081030339518	0.225392102592552
365	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_breve_t__Bifidobacterium_breve_unclassified	time	0.000358792704615802	518	316	0.0265081030339518	0.225392102592552
366	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Parabacteroides_s__Parabacteroides_distasonis_t__Parabacteroides_distasonis_unclassified	time	0.00209685294758391	518	154	0.026604137345521	0.225585495177724
367	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Klebsiella_s__Klebsiella_oxytoca	time	0.000654123875879189	518	173	0.0285554640745489	0.239492420766925
368	time	k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Klebsiella_s__Klebsiella_oxytoca_t__Klebsiella_oxytoca_unclassified	time	0.000654123875879189	518	173	0.0285554640745489	0.239492420766925
