	Variable	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
122	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus_s__Staphylococcus_epidermidis	time	-0.0174179576535018	518	169	9.67312778023963e-36	5.51368283473659e-34
123	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus_s__Staphylococcus_epidermidis_t__Staphylococcus_epidermidis_unclassified	time	-0.0174179576535018	518	169	9.67312778023963e-36	5.51368283473659e-34
124	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Eggerthella	time	0.020797126021348	518	320	1.94181354787786e-35	1.08670947279419e-33
125	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Erysipelotrichaceae_bacterium_6_1_45	time	0.00297584381126771	518	132	2.42964764286329e-34	1.31200972714618e-32
126	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Erysipelotrichaceae_bacterium_6_1_45_t__GCF_000242175	time	0.00297584381126771	518	132	2.42964764286329e-34	1.31200972714618e-32
127	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Eggerthella_s__Eggerthella_unclassified	time	0.0193736014578434	518	316	6.19846583348374e-32	3.28946169576947e-30
128	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Roseburia_s__Roseburia_inulinivorans	time	0.012169919380592	518	108	7.28484313447071e-32	3.73712452798347e-30
129	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Roseburia_s__Roseburia_inulinivorans_t__GCF_000174195	time	0.012169919380592	518	108	7.28484313447071e-32	3.73712452798347e-30
130	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Eggerthella_s__Eggerthella_lenta	time	0.0102409188173236	518	257	1.31918723488426e-31	6.5491263047964e-30
131	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Eggerthella_s__Eggerthella_lenta_t__GCF_000024265	time	0.0102409188173236	518	257	1.31918723488426e-31	6.5491263047964e-30
132	time	k__Bacteria_p__Bacteroidetes	time	0.0161387968247407	518	398	5.09864500263472e-30	2.48993127584853e-28
133	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Coprococcus	time	0.0129031764058703	518	64	5.17724501800864e-30	2.48993127584853e-28
134	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia	time	0.0161395808461446	518	398	5.28190646127254e-30	2.50118585966106e-28
135	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_1_4_56FAA	time	0.0107658193471816	518	111	1.01664483779096e-29	4.67049673241877e-28
136	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_1_4_56FAA_t__GCF_000218385	time	0.0107658193471816	518	111	1.01664483779096e-29	4.67049673241877e-28
137	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_thermophilus	time	0.013014488423027	518	197	1.40616591948814e-29	6.27272275389058e-28
138	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_thermophilus_t__Streptococcus_thermophilus_unclassified	time	0.013014488423027	518	197	1.40616591948814e-29	6.27272275389058e-28
139	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Dorea_s__Dorea_formicigenerans	time	0.0123705044263184	518	64	2.15067482682604e-29	9.32362974221204e-28
140	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Dorea_s__Dorea_formicigenerans_t__Dorea_formicigenerans_unclassified	time	0.0123705044263184	518	64	2.15067482682604e-29	9.32362974221204e-28
141	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae	time	0.0137432444789535	518	161	4.89473253683087e-29	2.06383380114595e-27
142	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes	time	0.0137432444789535	518	161	4.89473253683087e-29	2.06383380114595e-27
143	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales	time	0.0156719443244543	518	398	8.31717114931035e-29	3.45949362129422e-27
144	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_australis	time	0.005698732367287	518	153	1.60043712431481e-28	6.48177035347498e-27
145	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__Streptococcus_australis_t__Streptococcus_australis_unclassified	time	0.005698732367287	518	153	1.60043712431481e-28	6.48177035347498e-27
146	time	k__Bacteria_p__Verrucomicrobia	time	0.0132950515577888	518	143	3.12479755515393e-28	1.15881046683901e-26
147	time	k__Bacteria_p__Verrucomicrobia_c__Verrucomicrobiae	time	0.0132950515577888	518	143	3.12479755515393e-28	1.15881046683901e-26
148	time	k__Bacteria_p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales	time	0.0132950515577888	518	143	3.12479755515393e-28	1.15881046683901e-26
149	time	k__Bacteria_p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales_f__Verrucomicrobiaceae	time	0.0132950515577888	518	143	3.12479755515393e-28	1.15881046683901e-26
150	time	k__Bacteria_p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales_f__Verrucomicrobiaceae_g__Akkermansia	time	0.0132950515577888	518	143	3.12479755515393e-28	1.15881046683901e-26
151	time	k__Bacteria_p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales_f__Verrucomicrobiaceae_g__Akkermansia_s__Akkermansia_muciniphila	time	0.0132950515577888	518	143	3.12479755515393e-28	1.15881046683901e-26
152	time	k__Bacteria_p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales_f__Verrucomicrobiaceae_g__Akkermansia_s__Akkermansia_muciniphila_t__GCF_000020225	time	0.0132950515577888	518	143	3.12479755515393e-28	1.15881046683901e-26
153	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Adlercreutzia	time	0.00859024021992747	518	77	7.94673087217339e-28	2.84419042145927e-26
154	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Adlercreutzia_s__Adlercreutzia_equolifaciens	time	0.00859024021992747	518	77	7.94673087217339e-28	2.84419042145927e-26
155	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Adlercreutzia_s__Adlercreutzia_equolifaciens_t__GCF_000478885	time	0.00859024021992747	518	77	7.94673087217339e-28	2.84419042145927e-26
156	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Ruminococcus_s__Ruminococcus_lactaris	time	0.0121953616539743	518	68	8.1374226548606e-27	2.84624851496147e-25
157	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Ruminococcus_s__Ruminococcus_lactaris_t__Ruminococcus_lactaris_unclassified	time	0.0121953616539743	518	68	8.1374226548606e-27	2.84624851496147e-25
158	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Roseburia_s__Roseburia_intestinalis	time	0.0129371338847366	518	104	9.09300831176616e-27	3.10980884262403e-25
159	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Roseburia_s__Roseburia_intestinalis_t__Roseburia_intestinalis_unclassified	time	0.0129371338847366	518	104	9.09300831176616e-27	3.10980884262403e-25
160	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Roseburia_s__Roseburia_hominis	time	0.0112720360987246	518	94	5.2918517874086e-26	1.77046954365692e-24
161	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Roseburia_s__Roseburia_hominis_t__GCF_000225345	time	0.0112720360987246	518	94	5.2918517874086e-26	1.77046954365692e-24
162	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Erysipelotrichaceae_bacterium_2_2_44A	time	0.00467449510912761	518	187	1.36703831934907e-25	4.476323347826e-24
163	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Erysipelotrichaceae_bacterium_2_2_44A_t__GCF_000225685	time	0.00467449510912761	518	187	1.36703831934907e-25	4.476323347826e-24
164	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Clostridium_ramosum	time	0.00875092179176941	518	224	2.37119927462613e-24	7.60265767427004e-23
165	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Erysipelotrichaceae_noname_s__Clostridium_ramosum_t__GCF_000154485	time	0.00875092179176941	518	224	2.37119927462613e-24	7.60265767427004e-23
166	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_1_1_57FAA	time	0.0110134663409352	518	114	1.87295670059593e-23	5.88261298411662e-22
167	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_1_1_57FAA_t__GCF_000218445	time	0.0110134663409352	518	114	1.87295670059593e-23	5.88261298411662e-22
168	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus_s__Enterococcus_faecalis	time	-0.0104487327173821	518	154	9.56426857340203e-23	2.94388186689315e-21
169	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus_s__Enterococcus_faecalis_t__Enterococcus_faecalis_unclassified	time	-0.0104487327173821	518	154	9.56426857340203e-23	2.94388186689315e-21
170	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides	time	0.0148346519870072	518	384	1.36347852710003e-22	4.15523456080583e-21
171	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae	time	0.0148400884247635	518	384	1.58462550853032e-22	4.78184050515326e-21
172	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_5_1_57FAA	time	0.00563380949267611	518	93	1.93758660604858e-22	5.7345111282861e-21
173	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_5_1_57FAA_t__GCF_000218425	time	0.00563380949267611	518	93	1.93758660604858e-22	5.7345111282861e-21
174	time	k__Bacteria_p__Firmicutes_c__Erysipelotrichia_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Holdemania	time	0.00418964394831188	518	68	3.05656434274921e-22	8.96010004474483e-21
175	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_uniformis	time	0.00838981501398263	518	218	3.43088976135607e-22	9.96252706174905e-21
176	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_putredinis	time	0.0101892163297714	518	88	1.14797963932223e-21	3.27174197206836e-20
177	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_putredinis_t__GCF_000154465	time	0.0101892163297714	518	88	1.14797963932223e-21	3.27174197206836e-20
178	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_uniformis_t__Bacteroides_uniformis_unclassified	time	0.00813722769582391	518	217	4.73768537155363e-21	1.33785280492129e-19
179	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Eubacterium_s__Eubacterium_eligens	time	0.00947225858766964	518	103	3.31276875486364e-20	9.1862182229462e-19
180	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Eubacterium_s__Eubacterium_eligens_t__GCF_000146185	time	0.00947225858766964	518	103	3.31276875486364e-20	9.1862182229462e-19
181	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_2_1_58FAA	time	0.00942981983019077	518	158	1.11828551959685e-19	3.04609099939743e-18
182	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_2_1_58FAA_t__GCF_000218465	time	0.00942981983019077	518	158	1.11828551959685e-19	3.04609099939743e-18
183	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_ovatus	time	0.0066739384164407	518	173	3.64468991650734e-19	9.75509179392138e-18
184	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_ovatus_t__Bacteroides_ovatus_unclassified	time	0.0066739384164407	518	173	3.64468991650734e-19	9.75509179392138e-18
185	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_8_1_57FAA	time	0.00901992099962998	518	77	4.29525160614683e-19	1.12998157638632e-17
186	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_8_1_57FAA_t__GCF_000185545	time	0.00901992099962998	518	77	4.29525160614683e-19	1.12998157638632e-17
187	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillales_noname_g__Gemella_s__Gemella_sanguinis	time	0.00307933980580629	518	103	1.82121419360103e-18	4.71066998983526e-17
188	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillales_noname_g__Gemella_s__Gemella_sanguinis_t__GCF_000204335	time	0.00307933980580629	518	103	1.82121419360103e-18	4.71066998983526e-17
189	time	k__Bacteria_p__Firmicutes_c__Negativicutes_o__Selenomonadales_f__Veillonellaceae_g__Dialister	time	0.00891286050196794	518	76	2.15052346038698e-18	5.42566492710747e-17
190	time	k__Bacteria_p__Firmicutes_c__Negativicutes_o__Selenomonadales_f__Veillonellaceae_g__Dialister_s__Dialister_invisus	time	0.00891286050196794	518	76	2.15052346038698e-18	5.42566492710747e-17
191	time	k__Bacteria_p__Firmicutes_c__Negativicutes_o__Selenomonadales_f__Veillonellaceae_g__Dialister_s__Dialister_invisus_t__GCF_000160055	time	0.00891286050196794	518	76	2.15052346038698e-18	5.42566492710747e-17
192	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptostreptococcaceae_g__Peptostreptococcaceae_noname_s__Peptostreptococcaceae_noname_unclassified	time	0.00832734354491843	518	135	3.14922332493797e-18	7.88073934484478e-17
193	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus_s__Staphylococcus_aureus	time	-0.00636470454789458	518	135	3.24398668958754e-17	7.98799282444035e-16
194	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus_s__Staphylococcus_aureus_t__Staphylococcus_aureus_unclassified	time	-0.00636470454789458	518	135	3.24398668958754e-17	7.98799282444035e-16
195	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_3_1_46FAA	time	0.00582504244910452	518	70	3.77771970395652e-17	9.02717415148208e-16
196	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospiraceae_noname_s__Lachnospiraceae_bacterium_3_1_46FAA_t__GCF_000209405	time	0.00582504244910452	518	70	3.77771970395652e-17	9.02717415148208e-16
197	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_leptum	time	0.00453019301108997	518	69	3.78331860149834e-17	9.02717415148208e-16
198	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_leptum_t__GCF_000154345	time	0.00453019301108997	518	69	3.78331860149834e-17	9.02717415148208e-16
199	time	k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Sutterellaceae	time	0.0030851410270068	518	164	4.7110328687986e-17	1.11542762847401e-15
200	time	k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales	time	0.00338957265030712	518	171	3.6348529056122e-16	8.5405169797514e-15
201	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae	time	0.0120472465133225	518	342	8.18663432017167e-16	1.9089742755673e-14
202	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium	time	0.0120828050565137	518	340	8.97841627471692e-16	2.07786205214877e-14
203	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Blautia_s__Blautia_producta	time	0.00777498895853129	518	135	1.28999196801489e-15	2.94118168707396e-14
204	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Blautia_s__Blautia_producta_t__GCF_000373885	time	0.00777498895853129	518	135	1.28999196801489e-15	2.94118168707396e-14
205	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Oscillospiraceae_g__Oscillibacter_s__Oscillibacter_unclassified	time	0.00633738815217668	518	90	1.42030881148794e-15	3.2144930307058e-14
206	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella	time	0.0109383064604352	518	218	3.47178344523889e-15	7.80010908353673e-14
207	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_onderdonkii	time	0.00716014555864984	518	82	1.69026463492519e-14	3.74290255129477e-13
208	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_onderdonkii_t__GCF_000374505	time	0.00716014555864984	518	82	1.69026463492519e-14	3.74290255129477e-13
209	time	k__Bacteria_p__Firmicutes_c__Clostridia	time	0.00815468294615179	518	426	1.96654238504268e-14	4.29292018522084e-13
210	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales	time	0.00815468294615179	518	426	1.96654238504268e-14	4.29292018522084e-13
211	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_pseudocatenulatum	time	0.00921144429194695	518	158	2.45565620024481e-14	5.2856711778696e-13
212	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_pseudocatenulatum_t__GCF_000173435	time	0.00921144429194695	518	158	2.45565620024481e-14	5.2856711778696e-13
213	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Oscillospiraceae	time	0.00663981101013424	518	94	2.9901912402216e-14	6.3474542326911e-13
214	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Oscillospiraceae_g__Oscillibacter	time	0.00663981101013424	518	94	2.9901912402216e-14	6.3474542326911e-13
215	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_nexile	time	0.00982692618987887	518	160	6.22032022693813e-14	1.30245888833439e-12
216	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_nexile_t__GCF_000156035	time	0.00982692618987887	518	160	6.22032022693813e-14	1.30245888833439e-12
217	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus_s__Staphylococcus_hominis	time	-0.00654412792191031	518	66	3.31501387669165e-13	6.84806222312543e-12
218	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus_s__Staphylococcus_hominis_t__Staphylococcus_hominis_unclassified	time	-0.00654412792191031	518	66	3.31501387669165e-13	6.84806222312543e-12
219	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Gordonibacter	time	0.00388749020666713	518	94	4.51695909791061e-13	9.02805201517459e-12
220	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Gordonibacter_s__Gordonibacter_pamelaeae	time	0.00388749020666713	518	94	4.51695909791061e-13	9.02805201517459e-12
221	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Gordonibacter_s__Gordonibacter_pamelaeae_t__GCF_000210055	time	0.00388749020666713	518	94	4.51695909791061e-13	9.02805201517459e-12
222	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella_s__Collinsella_aerofaciens	time	0.0100967749788667	518	203	5.10976630893232e-13	1.00819619864703e-11
223	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella_s__Collinsella_aerofaciens_t__GCF_000169035	time	0.0100967749788667	518	203	5.10976630893232e-13	1.00819619864703e-11
224	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales	time	-0.00531065375985499	518	352	9.7266869700038e-13	1.90692627348227e-11
225	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces	time	0.00387760376411513	518	255	1.76433658182796e-12	3.39414249929154e-11
226	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae	time	0.00464123433385821	518	53	1.86819343627878e-12	3.57161453221497e-11
227	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae	time	-0.00600655677626903	518	246	1.90028948703779e-12	3.58839941171922e-11
228	time	k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus	time	-0.00600655677626903	518	246	1.90028948703779e-12	3.58839941171922e-11
229	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiales_noname	time	0.00390038331379671	518	173	3.47909196325086e-12	6.52966162371107e-11
230	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_bolteae	time	0.00781535772858762	518	177	3.60193729017385e-12	6.71925029039703e-11
231	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiales_noname_g__Flavonifractor	time	0.00220816015250583	518	146	6.80095007387444e-12	1.24603120996342e-10
232	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiales_noname_g__Flavonifractor_s__Flavonifractor_plautii	time	0.00220816015250583	518	146	6.80095007387444e-12	1.24603120996342e-10
233	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiales_noname_g__Flavonifractor_s__Flavonifractor_plautii_t__GCF_000239295	time	0.00220816015250583	518	146	6.80095007387444e-12	1.24603120996342e-10
234	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__Actinomyces_odontolyticus	time	0.00249114157257584	518	170	1.50925120364424e-11	2.73263247342175e-10
235	time	k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__Actinomyces_odontolyticus_t__Actinomyces_odontolyticus_unclassified	time	0.00249114157257584	518	170	1.50925120364424e-11	2.73263247342175e-10
236	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_hathewayi_t__Clostridium_hathewayi_unclassified	time	0.00339174476419948	518	164	1.64861249950177e-11	2.96750249910318e-10
237	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_hathewayi	time	0.00346000383808287	518	173	1.66778240122688e-11	2.98455478545136e-10
238	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_fragilis	time	0.00668429150902265	518	199	2.04173284477719e-11	3.61175499782999e-10
239	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_fragilis_t__Bacteroides_fragilis_unclassified	time	0.00668429150902265	518	199	2.04173284477719e-11	3.61175499782999e-10
240	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_finegoldii	time	0.00329964944607851	518	61	2.25138526422369e-11	3.93736582004574e-10
241	time	k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_finegoldii_t__GCF_000265365	time	0.00329964944607851	518	61	2.25138526422369e-11	3.93736582004574e-10
242	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium_s__Clostridium_bolteae_t__Clostridium_bolteae_unclassified	time	0.00680414836137959	518	163	4.35099062985782e-11	7.56629895971885e-10
243	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Eubacterium_s__Eubacterium_sp_3_1_31	time	0.0038097882335195	518	52	1.1043428475518e-10	1.89897613673992e-09
244	time	k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Eubacterium_s__Eubacterium_sp_3_1_31_t__Eubacterium_sp_3_1_31_unclassified	time	0.0038097882335195	518	52	1.1043428475518e-10	1.89897613673992e-09
