Variable	Feature	Value	Coefficient	N	N not 0	P-value	Q-value
eczema_by_2_years	ko00531	eczema_by_2_years1	0.00750507684510939	518	501	0.000501462233908505	0.00548026584200009
eczema_by_2_years	ko04141	eczema_by_2_years1	0.00198726458766388	518	517	0.0113672274623476	0.104053851386105
eczema_by_2_years	ko02040	eczema_by_2_years1	0.00583693522638071	518	518	0.0147036432275435	0.129078704071304
eczema_by_2_years	ko00053	eczema_by_2_years1	0.00537483473636631	518	518	0.0810322345877428	0.538012915882025
eczema_by_2_years	ko00240	eczema_by_2_years1	-0.000768724823251099	518	518	0.0810857495040855	0.538012915882025
eczema_by_2_years	ko00562	eczema_by_2_years1	-0.00111037204315616	518	518	0.101070112612985	0.636371277319597
eczema_by_2_years	ko00780	eczema_by_2_years1	0.00294494468122236	518	518	0.181634536335023	0.944323244732083
eczema_by_2_years	ko00400	eczema_by_2_years1	-0.000818741116304781	518	518	0.214292824792247	1
eczema_by_2_years	ko01053	eczema_by_2_years1	0.00173220367034397	518	518	0.269771851076006	1
