Variable	Feature	Value	Coefficient	N	N not 0	P-value	Q-value
time	ko00790	time	-0.00159292985068256	518	518	1.08977566873517e-64	9.62474495453187e-62
time	ko04626	time	0.000556328879919002	518	518	1.79733799337663e-64	9.62474495453187e-62
time	ko03010	time	0.0014968010339188	518	518	5.45290640007183e-64	1.94668758482564e-61
time	ko00970	time	0.000947470946324934	518	518	2.06938014694211e-63	5.54076534343751e-61
time	ko00130	time	-0.00133989832152191	518	518	2.5484906191244e-60	5.45886690616446e-58
time	ko00480	time	-0.00074746588419878	518	518	4.6102199340414e-59	8.2292425822639e-57
time	ko00785	time	-0.0021670234528582	518	518	3.52869604083535e-56	5.39890494247808e-54
time	ko00473	time	-0.00146331365496607	518	518	1.28084381026056e-53	1.71472965098633e-51
time	ko00680	time	0.000369212224790035	518	518	4.77293142856431e-53	5.67978839999153e-51
time	ko03020	time	0.000464799256662989	518	518	5.73395815413433e-53	6.14106918307787e-51
time	ko00440	time	-0.000659894246048735	518	518	1.63787823188003e-52	1.59469780576683e-50
time	ko00290	time	0.00131757309101666	518	518	5.37579572168147e-51	4.79789768160072e-49
time	ko00330	time	0.000498371832810146	518	518	9.36003243100443e-51	7.71122671815827e-49
time	ko00250	time	0.000708862212618724	518	518	1.08322531141037e-50	8.28667363228936e-49
time	ko00450	time	0.000589126496566895	518	518	1.0220589465333e-45	7.29750087824774e-44
time	ko03060	time	-0.000614598778734191	518	518	6.38909894721634e-39	4.27670310779294e-37
time	ko00930	time	0.000229294833976948	518	400	2.52327431739263e-38	1.58966281995736e-36
time	ko03018	time	0.000324540036451041	518	518	1.34796945521279e-37	8.02041825851612e-36
time	ko00908	time	-0.000504407821429337	518	518	2.28886954003124e-37	1.29019961967024e-35
time	ko00550	time	-0.000782009264592513	518	518	3.14139164091875e-37	1.65149529650012e-35
time	ko03430	time	-0.000435491944996744	518	518	3.23822607156886e-37	1.65149529650012e-35
time	ko00410	time	0.00216418667034456	518	326	1.57620824796207e-34	7.67326833439714e-33
time	ko00100	time	0.000101498081529442	518	383	2.91213972606893e-33	1.35604419418253e-31
time	ko00770	time	0.000388456797529981	518	518	7.08987650361506e-33	3.16385738973822e-31
time	ko00620	time	0.000620028941952988	518	518	1.09520425459132e-29	4.6918550266692e-28
time	ko01040	time	-0.000682226635995384	518	518	3.09768028077768e-29	1.27600599258188e-27
time	ko03440	time	-0.000338492297592823	518	518	2.02255869468139e-28	8.02281615556952e-27
time	ko00920	time	0.000443044665964734	518	518	8.56552363701403e-28	3.24577685897884e-26
time	ko00350	time	-0.000388367690097757	518	518	8.78875153224897e-28	3.24577685897884e-26
time	ko03030	time	-0.000423167195691108	518	518	1.51362181434707e-27	5.40362987721903e-26
time	ko00300	time	0.000400062492362658	518	518	6.87968878827356e-25	2.37682151362612e-23
time	ko04112	time	0.000290531704058941	518	518	1.3362997555006e-24	4.47242824419107e-23
time	ko00760	time	-0.000660430556929285	518	518	5.11341388706036e-24	1.65953523425504e-22
time	ko00052	time	-0.000366175940689102	518	518	2.23926006044957e-23	7.05366919041615e-22
time	ko03008	time	-0.000354453987895758	518	518	2.35743844023113e-23	7.21376162710725e-22
time	ko02010	time	-0.000413698825202108	518	518	6.78871480159343e-23	2.01964265347405e-21
time	ko00471	time	-0.000645543277473399	518	518	9.67583299877996e-23	2.80076138964685e-21
time	ko00740	time	0.000994468897306146	518	518	8.93189239473848e-22	2.51738335651708e-20
time	ko00360	time	-0.000279838805136574	518	518	5.22602082531728e-20	1.43514571895251e-18
time	ko00311	time	-0.000722407873233496	518	515	2.0372812879358e-19	5.45482064844811e-18
time	ko03410	time	0.000301535691891212	518	518	3.18992538708757e-19	8.33270753553852e-18
time	ko02030	time	0.00116455739947378	518	488	7.47735387610027e-19	1.90672523840557e-17
time	ko00511	time	-0.000663138219954115	518	518	1.18801793303483e-18	2.95899350297744e-17
time	ko00630	time	0.000340679051882485	518	518	2.53740551844382e-18	6.17627570512122e-17
time	ko00362	time	0.000238519057237127	518	518	1.30551014197456e-17	3.10711413789946e-16
time	ko00310	time	0.000860534107010226	518	517	1.36748218259606e-17	3.18385525556605e-16
time	ko00280	time	-0.000203949159718525	518	518	2.02731959225156e-17	4.61970060276898e-16
time	ko05142	time	-0.000473089449016833	518	227	7.98143356111469e-17	1.78085736332372e-15
time	ko00730	time	0.000407264862413081	518	518	1.50379650709514e-16	3.28686950836509e-15
time	ko02040	time	0.000804300736697011	518	518	2.90785676611201e-13	6.22862919301193e-12
time	ko00625	time	0.00129368258397956	518	165	6.19507222898922e-13	1.30096516808774e-11
time	ko00230	time	0.000139252591505503	518	518	1.88129767611363e-12	3.8747496367648e-11
time	ko03420	time	0.000108016853886192	518	518	2.57845211485185e-11	5.21041927359686e-10
time	ko04146	time	-0.000258777763363087	518	503	3.47777084071313e-11	6.89757883408105e-10
time	ko00624	time	0.000652889856055005	518	207	1.45524003472024e-10	2.83374923124615e-09
time	ko04974	time	-0.000367829336833134	518	518	2.32334957804169e-10	4.44340606800473e-09
time	ko00900	time	-0.000163048509798967	518	518	4.9078583755802e-09	9.0626143452524e-08
time	ko00521	time	0.000499218960681623	518	518	6.38371781461702e-09	1.15880708126353e-07
time	ko00626	time	-0.000766711152022056	518	86	8.22894619599888e-09	1.4688668959858e-07
time	ko00010	time	0.000212353144924126	518	518	1.14644733168303e-08	2.01286080693857e-07
time	ko04910	time	0.000169515508044842	518	508	1.95662460449404e-08	3.37991121195664e-07
time	ko00051	time	0.000577192596720295	518	518	5.26157751802928e-08	8.80492112782712e-07
time	ko00500	time	-0.00024133819128786	518	518	6.3464601496808e-08	1.04570135697048e-06
time	ko04122	time	0.00034854665529632	518	518	7.75333447575787e-08	1.25815473083889e-06
time	ko00627	time	-0.000397556270516995	518	518	1.71781473983367e-07	2.70555821523803e-06
time	ko03013	time	0.000191466204356046	518	518	3.04856864096793e-07	4.73190871663283e-06
time	ko00240	time	9.92548193119816e-05	518	518	6.20914772772052e-07	9.23610724498427e-06
time	ko00312	time	-8.46654183918247e-05	518	470	1.01396377086626e-06	1.48760986109283e-05
time	ko02020	time	-0.000134495941364403	518	518	1.44095323457087e-06	2.08548772192621e-05
time	ko01053	time	-0.000322514297264079	518	518	1.9386156359957e-06	2.76834312820185e-05
time	ko00600	time	0.000518230555891298	518	465	2.92885115888583e-06	4.12736788311411e-05
time	ko00860	time	0.000305029184692512	518	518	4.39683066251981e-06	6.05452977298985e-05
time	ko00720	time	0.000125285503399762	518	518	4.40946145932034e-06	6.05452977298985e-05
time	ko05143	time	0.000340955453196911	518	365	4.66429843345615e-06	6.32337167371081e-05
time	ko00910	time	-0.000105311417872355	518	518	6.71680769854324e-06	8.99212630642476e-05
time	ko05120	time	-6.79492981978167e-05	518	518	9.84343516722375e-06	0.000129053321451744
time	ko03050	time	-0.000257875144278793	518	516	1.36247890155693e-05	0.000175809024526201
time	ko00590	time	-0.000276549895451828	518	496	4.15925209469979e-05	0.000517971975979474
time	ko00670	time	8.18539246538782e-05	518	518	4.95317358864666e-05	0.000602823740163701
time	ko00540	time	-0.00071001170447593	518	518	5.84581233822834e-05	0.000703467979128376
time	ko00562	time	0.000116192126331331	518	518	8.50489868515497e-05	0.00101208294353344
time	ko00564	time	-0.000123831990807651	518	518	0.000199113700508424	0.00226862524728214
time	ko00340	time	-0.000167177015031293	518	518	0.000224855306875473	0.00253494772277507
time	ko05150	time	-0.000231348504543487	518	518	0.000239944377398114	0.00267687946034771
time	ko00430	time	-0.00054695717045237	518	457	0.000613915666772299	0.00664145130417306
time	ko00710	time	-0.000128226815997123	518	512	0.000811891800565465	0.00869536118405613
time	ko04621	time	2.48566264357094e-05	518	358	0.00101099980224894	0.0107206018634516
time	ko00361	time	-9.03626640785797e-05	518	338	0.00123497068607082	0.0128412971338043
time	ko04210	time	6.69247468170894e-05	518	510	0.00152057578844923	0.0156590064368185
